Brand,Model,Year,Status,Mileage,Dealer,Price
Jeep,Wrangler,2024,New,,Covert Chrysler Dodge Jeep RAM Bee Cave,38841.0
Chevrolet,LS,2018,Used,89848.0,Southwest Kia,25500.0
GMC,Sierra,2023,Used,26290.0,Southwest Kia,69998.0
Toyota,Venza,2021,Certified,24543.0,South Toyota,37996.0
Toyota,Prius,2012,Used,183537.0,South Toyota,8996.0
Honda,Accord,2017,Used,103620.0,South Toyota,17996.0
Mazda,CX-30,2020,Used,33993.0,Cowboy Toyota,21037.0
Toyota,Camry,2023,New,,Cowboy Toyota,30567.0
Toyota,4Runner,2023,New,,Cowboy Toyota,52612.0
Toyota,Tundra,2021,Used,39080.0,Cowboy Toyota,51192.0
Honda,Civic,2021,Used,53738.0,Cowboy Toyota,37704.0
Toyota,4Runner,2021,Used,14181.0,Cowboy Toyota,52318.0
Toyota,Tundra,2023,New,,Cowboy Toyota,56365.0
Toyota,Sequoia,2020,Used,132684.0,Cowboy Toyota,40437.0
Hyundai,Palisade,2021,Used,32681.0,Metro Mazda of Mesquite,34945.0
Mazda,MX-5 Miata,2023,New,,Metro Mazda of Mesquite,35700.0
Volkswagen,Atlas,2022,Used,16342.0,Young Chevrolet,32000.0
Honda,Passport,2019,Used,93947.0,Young Chevrolet,24000.0
Chevrolet,Corvette,2020,Used,11687.0,Young Chevrolet,80000.0
Cadillac,CT4,2023,Used,7811.0,Young Chevrolet,38000.0
Chevrolet,Corvette,2023,New,,Young Chevrolet,124520.0
GMC,Canyon,2022,Used,21598.0,Young Chevrolet,38000.0
Ford,Bronco,2021,Used,29742.0,Young Chevrolet,49000.0
Kia,Telluride,2021,Certified,36276.0,Southwest Kia of Mesquite,36499.0
Ford,Expedition,2022,Used,28586.0,Hertz Car Sales Mesquite,52677.0
GMC,Acadia,2023,New,,Freedom Chevrolet Buick GMC by Ed Morse,47210.0
Chevrolet,Camaro,2023,Used,451.0,Freedom Chevrolet Buick GMC by Ed Morse,40598.0
RAM,1500,2022,Used,8615.0,Freedom Chevrolet Buick GMC by Ed Morse,58998.0
GMC,Canyon,2023,New,,Freedom Chevrolet Buick GMC by Ed Morse,64845.0
GMC,Yukon,2023,New,,Freedom Chevrolet Buick GMC by Ed Morse,87330.0
GMC,Canyon,2023,New,,Freedom Chevrolet Buick GMC by Ed Morse,48150.0
Chevrolet,Silverado,2022,Used,1785.0,Freedom Chevrolet Buick GMC by Ed Morse,51498.0
Chevrolet,Suburban,2021,Certified,62136.0,Freedom Chevrolet Buick GMC by Ed Morse,56998.0
GMC,Canyon,2023,New,,Freedom Chevrolet Buick GMC by Ed Morse,41210.0
Chevrolet,Camaro,2023,New,,Freedom Chevrolet Buick GMC by Ed Morse,72485.0
Chevrolet,Camaro,2023,New,,Freedom Chevrolet Buick GMC by Ed Morse,55055.0
Chevrolet,Blazer,2023,New,,Seguin Chevrolet,44520.0
Chevrolet,Blazer,2023,New,,Seguin Chevrolet,46180.0
Toyota,Tundra,2017,Used,117611.0,Seguin Chevrolet,34000.0
Mitsubishi,Outlander,2022,Used,37168.0,Don Herring Mitsubishi,23988.0
Lexus,RX,2019,Used,44553.0,Ride N Drive,33988.0
BMW,X7,2021,Used,40066.0,Ride N Drive,51988.0
Mercedes,AMG GT,2020,Used,23905.0,Ride N Drive,76488.0
Mercedes,GLC,2018,Used,33320.0,Ride N Drive,54988.0
Mercedes,AMG GT,2020,Used,32779.0,Ride N Drive,74488.0
Audi,S8,2017,Used,49922.0,Ride N Drive,47988.0
Mercedes,6,2017,Used,77396.0,Ride N Drive,41488.0
Aston Martin,Vantage,2019,Used,28342.0,Ride N Drive,90988.0
Mercedes,6,2018,Used,37852.0,Ride N Drive,53488.0
Mercedes,AMG GT,2021,Used,25982.0,Ride N Drive,119988.0
GMC,Sierra,2017,Used,100126.0,FAST by Accelerate Auto Group,47991.0
Chevrolet,Corvette,2022,Used,14579.0,FAST by Accelerate Auto Group,83991.0
RAM,2500,2017,Used,153260.0,FAST by Accelerate Auto Group,35741.0
Lexus,ES,2019,Used,36223.0,FAST by Accelerate Auto Group,29491.0
Ford,Expedition,2021,Used,28365.0,FAST by Accelerate Auto Group,38491.0
Ford,F-150,2016,Used,167193.0,FAST by Accelerate Auto Group,21491.0
Mercedes,S-Class,2015,Used,118976.0,FAST by Accelerate Auto Group,23991.0
Volkswagen,Golf,2023,New,,Rusty Wallis Volkswagen,40095.0
Volkswagen,Golf,2023,New,,Rusty Wallis Volkswagen,37964.0
Volkswagen,Golf,2023,New,,Rusty Wallis Volkswagen,40185.0
Volkswagen,ID.4,2023,New,,Rusty Wallis Volkswagen,53055.0
Honda,Accord,2018,Used,125424.0,DFW Trucks,14982.0
GMC,Sierra,2012,Used,142620.0,DFW Trucks,15488.0
BMW,X5,2018,Used,41627.0,DFW Trucks,30498.0
Chevrolet,Tahoe,2018,Used,40464.0,DFW Trucks,40488.0
Dodge,3500,2008,Used,100965.0,DFW Trucks,28999.0
Lexus,GX,2007,Used,197684.0,DFW Trucks,9998.0
Dodge,2500,2011,Used,286064.0,DFW Trucks,21998.0
Lexus,LS,2012,Used,68637.0,DFW Trucks,17998.0
Nissan,Versa,2018,Used,99792.0,Shock Motors,8499.0
GMC,Acadia,2023,New,,Hope Chevrolet Buick GMC,56635.0
GMC,Acadia,2023,New,,Hope Chevrolet Buick GMC,55835.0
GMC,Sierra,2024,New,,Hope Chevrolet Buick GMC,74245.0
Jeep,Wrangler,2023,New,,Dallas Chrysler Dodge Jeep RAM,47596.0
Dodge,Charger,2021,Certified,60934.0,Dallas Chrysler Dodge Jeep RAM,31991.0
RAM,1500,2024,New,,Dallas Chrysler Dodge Jeep RAM,68661.0
Jeep,Grand Cherokee,2023,New,,Dallas Chrysler Dodge Jeep RAM,54147.0
Lexus,GX,2020,Used,42782.0,Dallas Chrysler Dodge Jeep RAM,44991.0
RAM,1500,2023,New,,Dallas Chrysler Dodge Jeep RAM,73338.0
Mercedes,C-Class,2014,Used,40466.0,Dallas Chrysler Dodge Jeep RAM,16937.0
RAM,1500,2023,New,,Dallas Chrysler Dodge Jeep RAM,57150.0
Ford,Expedition,2021,Used,17905.0,Lone Star Cadillac,43489.0
Cadillac,CT5,2023,New,,Lone Star Cadillac,43675.0
Cadillac,Escalade,2023,New,,Lone Star Cadillac,118640.0
Buick,Enclave,2022,Used,36719.0,Lone Star Cadillac,31982.0
Cadillac,CT4-V,2023,New,,Lone Star Cadillac,65565.0
Chevrolet,Trax,2024,New,,Jupiter Chevrolet Inc,23195.0
Land Rover,Range Rover,2021,Used,24123.0,Go Luxury Auto Group,68998.0
Mercedes,6,2022,Used,850.0,Core Autoplex,159999.0
GMC,Sierra,2017,Used,79476.0,"Lakeside Motors, Inc.",26990.0
Acura,MDX,2023,Certified,9215.0,Goodson Acura of Dallas,52900.0
Audi,SQ5,2018,Used,117797.0,John Eagle Honda of Dallas,22636.0
Honda,Ridgeline,2023,New,,John Eagle Honda of Dallas,42530.0
Acura,RDX,2017,Used,78350.0,John Eagle Honda of Dallas,19346.0
Ford,Bronco,2023,New,,Planet Ford Dallas Love Field,69959.0
Ford,Mustang,2024,New,,Planet Ford Dallas Love Field,47680.0
Ford,Bronco,2023,New,,Planet Ford Dallas Love Field,79959.0
Ford,Bronco,2023,New,,Planet Ford Dallas Love Field,75959.0
Mercedes,2500,2023,New,,Park Place Motorcars Dallas,63989.0
Mercedes,GLE,2024,New,,Park Place Motorcars Dallas,67200.0
Mercedes,GLS 450,2021,Used,17456.0,Sewell Lexus of Dallas,67998.0
Tesla,Model Y,2023,Used,8127.0,Sewell Lexus of Dallas,44998.0
Porsche,911,2021,Used,2755.0,Sewell Lexus of Dallas,123998.0
Hyundai,Santa Cruz,2022,Used,15168.0,Sewell Lexus of Dallas,31998.0
Lexus,GX,2023,Used,861.0,Sewell Lexus of Dallas,72998.0
Mazda,CX-5,2016,Used,53448.0,Sewell Lexus of Dallas,18998.0
Porsche,Cayenne,2021,Used,27568.0,Sewell Lexus of Dallas,88998.0
Toyota,4Runner,2020,Used,30642.0,Sewell Lexus of Dallas,45998.0
Toyota,4Runner,2017,Used,23974.0,Sewell Lexus of Dallas,32998.0
Jaguar,F-PACE,2018,Used,71114.0,Sewell Lexus of Dallas,27998.0
Lexus,SC 400,1992,Used,77022.0,Sewell Lexus of Dallas,21698.0
Toyota,Highlander,2018,Used,53093.0,Sewell Lexus of Dallas,25998.0
Ford,Mustang,2021,Used,4662.0,Sewell Lexus of Dallas,38498.0
Porsche,911,2017,Used,16102.0,Sewell Lexus of Dallas,104998.0
Lincoln,Navigator,2016,Used,118617.0,Sewell Lexus of Dallas,21998.0
BMW,X6,2022,Used,13175.0,Sewell Lexus of Dallas,65998.0
BMW,Coupe,2023,Used,2297.0,BMW of Dallas,57970.0
BMW,540 i,2020,Certified,27668.0,BMW of Dallas,41998.0
BMW,M850 i,2024,New,,BMW of Dallas,111565.0
Lamborghini,Aventador,2020,Used,18271.0,BMW of Dallas,575998.0
MINI,Cooper,2024,New,,MINI of Dallas,36645.0
Toyota,4Runner,2011,Used,276070.0,Bluebonnet Chrysler Dodge RAM,11611.0
RAM,CLA,2023,New,,Bluebonnet Chrysler Dodge RAM,35695.0
Ford,F-150,2022,Used,10339.0,Sewell Subaru,37588.0
Subaru,Crosstrek,2022,Certified,17005.0,Sewell Subaru,30888.0
Subaru,WRX,2023,New,,Sewell Subaru,38002.0
Subaru,Outback,2024,New,,Sewell Subaru,45059.0
Subaru,WRX,2023,New,,Sewell Subaru,34634.0
Infiniti,QX80,2021,Certified,24083.0,Sewell INFINITI,48988.0
Infiniti,QX60,2023,New,,Sewell INFINITI,68930.0
Infiniti,Journey,2012,Used,78644.0,Sewell INFINITI,14988.0
Cadillac,Escalade,2023,New,,Sewell Cadillac of Dallas,116790.0
GMC,Sierra,2022,Used,16009.0,Sewell Cadillac of Dallas,67999.0
GMC,Sierra,2024,New,,Sewell Buick GMC,87090.0
GMC,Sierra,2023,New,,Sewell Buick GMC,79530.0
GMC,Sierra,2024,New,,Sewell Buick GMC,99035.0
GMC,Sierra,2024,New,,Sewell Buick GMC,49565.0
Land Rover,Defender,2021,Used,44815.0,Jaguar Land Rover Dallas,54995.0
Land Rover,Defender,2020,Used,28269.0,Jaguar Land Rover Dallas,64995.0
Land Rover,Defender,2023,New,,Jaguar Land Rover Dallas,122920.0
Toyota,Corolla,2018,Used,44700.0,Texas Giants Automotive,16499.0
Chevrolet,Blazer,2023,New,,Graff Chevrolet,47500.0
Toyota,Tacoma,2022,Used,19715.0,Graff Chevrolet,38406.0
Mazda,CX-5,2022,Used,2665.0,Graff Chevrolet,34506.0
Toyota,Camry,2022,Used,1066.0,Graff Chevrolet,28406.0
Toyota,Tundra,2015,Used,52381.0,Maverick Motors,37950.0
Mercedes,AMG E53,2019,Used,32710.0,Reliable Chevrolet,44695.0
Toyota,Prius,2018,Used,70606.0,Reliable Chevrolet,20395.0
Chevrolet,Tahoe,2021,Certified,21280.0,Reliable Chevrolet,63995.0
Hyundai,Santa Fe,2019,Used,51599.0,Reliable Chevrolet,24395.0
Volkswagen,GT,2013,Used,75218.0,Reliable Chevrolet,12995.0
BMW,X7,2020,Used,52978.0,Toyota of Richardson,47988.0
Lexus,GS 350,2020,Used,17578.0,Toyota of Richardson,36988.0
Toyota,Tundra,2023,New,,Toyota of Richardson,66100.0
Toyota,Corolla,2023,Used,195.0,Toyota of Richardson,44988.0
Toyota,Sequoia,2023,Used,900.0,Toyota of Richardson,84887.0
Toyota,Venza,2023,New,,Toyota of Richardson,41577.0
Toyota,Venza,2023,New,,Toyota of Richardson,40572.0
Toyota,Tundra,2022,Used,44347.0,Toyota of Richardson,39988.0
Toyota,Highlander,2019,Used,39906.0,Toyota of Richardson,30855.0
Toyota,Highlander,2021,Used,32375.0,Toyota of Richardson,41988.0
Toyota,FJ Cruiser,2014,Used,62590.0,Toyota of Richardson,34988.0
Toyota,4Runner,2023,New,,Toyota of Richardson,48821.0
Toyota,4Runner,2023,New,,Toyota of Richardson,40645.0
Ford,F-150,2018,Used,88785.0,Toyota of Richardson,33987.0
RAM,1500,2022,New,,Richardson Chrysler Jeep Dodge Ram,65000.0
RAM,2500,2024,New,,Richardson Chrysler Jeep Dodge Ram,91610.0
Honda,Passport,2023,New,,Lute Riley Honda,44975.0
Acura,MDX,2022,Used,29685.0,Lute Riley Honda,41997.0
Honda,Passport,2023,New,,Lute Riley Honda,44975.0
GMC,Canyon,2023,New,,Classic Buick GMC,54339.0
GMC,Canyon,2023,New,,Classic Buick GMC,47775.0
GMC,Canyon,2023,New,,Classic Buick GMC,50719.0
GMC,Canyon,2021,Used,31151.0,Classic Buick GMC,38987.0
Ford,F-150,2018,Used,61670.0,North Central Ford,37896.0
Ford,Mustang,2017,Certified,59232.0,North Central Ford,26996.0
Dodge,Durango,2022,Used,9838.0,Don Davis Nissan,46975.0
GMC,Yukon,2021,Used,70994.0,Classic Chrysler Dodge Jeep Ram Fiat,51991.0
Jeep,Grand Wagoneer,2023,New,,Classic Chrysler Dodge Jeep Ram Fiat,97385.0
Volkswagen,Golf,2017,Used,92607.0,Classic Chrysler Dodge Jeep Ram Fiat,24991.0
Ford,F-250,2017,Used,105945.0,Classic Chrysler Dodge Jeep Ram Fiat,47392.0
RAM,1500,2022,Used,6567.0,Classic Chrysler Dodge Jeep Ram Fiat,51391.0
RAM,1500,2023,New,,Classic Chrysler Dodge Jeep Ram Fiat,108730.0
Jeep,Wagoneer,2023,New,,Classic Chrysler Dodge Jeep Ram Fiat,73590.0
Chevrolet,Silverado,2024,Used,8384.0,Classic Chrysler Dodge Jeep Ram Fiat,79992.0
GMC,Sierra,2022,Used,26958.0,Classic Chrysler Dodge Jeep Ram Fiat,71992.0
Mazda,Mazda3,2023,New,,Hiley Mazda VW of Arlington,34245.0
GMC,Yukon,2021,Used,59963.0,Hiley Mazda VW of Arlington,63650.0
Mazda,CX-9,2024,New,,Hiley Mazda VW of Arlington,55545.0
Ford,Expedition,2019,Used,77016.0,Grand Prairie Ford,41048.0
Cadillac,Escalade,2018,Used,40539.0,Grand Prairie Ford,42949.0
Genesis,G80,2023,New,,Freeman Hyundai,80740.0
Genesis,GV80,2023,New,,Freeman Hyundai,78365.0
Genesis,GV80,2021,Used,68007.0,Freeman Hyundai,43950.0
Genesis,G90,2023,New,,Freeman Hyundai,100370.0
Hyundai,Sonata,2023,New,,Freeman Hyundai,28335.0
Hyundai,Ioniq,2023,New,,Freeman Hyundai,45250.0
Hyundai,Sonata,2023,New,,Freeman Hyundai,28665.0
Dodge,Challenger,2023,New,,SouthWest Chrysler Dodge Jeep RAM,32497.0
Dodge,Durango,2023,New,,SouthWest Chrysler Dodge Jeep RAM,53774.0
Chrysler,300,2023,New,,SouthWest Chrysler Dodge Jeep RAM,33997.0
Jeep,Wrangler,2024,New,,SouthWest Chrysler Dodge Jeep RAM,38744.0
Chevrolet,Corvette,2016,Used,15362.0,SouthWest Chrysler Dodge Jeep RAM,68157.0
Nissan,Altima,2010,Used,178500.0,Auto Starlight,7850.0
Chevrolet,Tahoe,2022,Used,15652.0,Lone Star Auto Brokers LLC,67900.0
Dodge,Challenger,2010,Used,98690.0,Plano Preowned Auto Group,18495.0
Audi,S5,2018,Used,52715.0,Plano Preowned Auto Group,34995.0
Chevrolet,Suburban,2021,Used,64716.0,Vandergriff Toyota,45495.0
Acura,Integra,2023,Certified,8889.0,Vandergriff Acura,34596.0
Acura,MDX,2023,New,,Vandergriff Acura,60995.0
Acura,MDX,2023,New,,Vandergriff Acura,60395.0
Acura,TLX,2023,New,,Vandergriff Acura,44645.0
Lexus,GX,2020,Used,76461.0,Vandergriff Acura,40966.0
Ford,Mustang,2021,Used,11597.0,Vandergriff Acura,41691.0
Acura,Integra,2023,New,,Vandergriff Acura,37345.0
Acura,TLX,2023,New,,Vandergriff Acura,44845.0
Acura,Integra,2024,New,,Vandergriff Acura,34545.0
Acura,TLX,2023,New,,Vandergriff Acura,44845.0
Acura,RDX,2023,New,,Vandergriff Acura,48195.0
Acura,TLX,2023,New,,Vandergriff Acura,52045.0
Acura,MDX,2023,New,,Vandergriff Acura,64545.0
Acura,Integra,2023,New,,Vandergriff Acura,34345.0
Acura,MDX,2023,New,,Vandergriff Acura,60995.0
Acura,MDX,2023,New,,Vandergriff Acura,55295.0
Honda,Civic,2022,Certified,18092.0,Vandergriff Honda,31629.0
Honda,Passport,2021,Certified,8649.0,Vandergriff Honda,36399.0
Honda,HR-V,2021,Certified,46125.0,Vandergriff Honda,22654.0
Honda,Pilot,2021,Certified,58658.0,Vandergriff Honda,31549.0
Chevrolet,Corvette,2023,New,,Vandergriff Chevrolet,162000.0
Chevrolet,Corvette,2023,New,,Vandergriff Chevrolet,67390.0
Ford,F-150,2022,Used,37531.0,AutoNation Ford Arlington,42995.0
Ford,F-150,2023,New,,AutoNation Ford Arlington,64680.0
Ford,F-150,2023,New,,AutoNation Ford Arlington,78049.0
Ford,Bronco,2022,Used,3714.0,AutoNation Ford Arlington,55595.0
Ford,F-150,2023,New,,AutoNation Ford Arlington,62740.0
Hummer,H2 SUT,2005,Used,107229.0,Metro Nissan of Dallas,23702.0
Nissan,Pathfinder,2023,Certified,1348.0,Metro Nissan of Dallas,40997.0
Lexus,LS,2013,Used,68055.0,Metro Nissan of Dallas,23497.0
Nissan,Armada,2023,New,,Metro Nissan of Dallas,58500.0
Lexus,LS,2018,Used,49259.0,Metro Nissan of Dallas,44963.0
Land Rover,Range Rover,2019,Used,84310.0,Metro Nissan of Dallas,39698.0
Audi,Q7,2020,Used,35983.0,Metro Nissan of Dallas,46963.0
Cadillac,CT4,2023,Used,4361.0,Metro Nissan of Dallas,36991.0
Lexus,GS 350,2018,Used,71745.0,Westway Ford,27452.0
Porsche,Panamera,2016,Used,70632.0,A & M Motors,37490.0
Porsche,Cayenne,2013,Used,91730.0,A & M Motors,21490.0
Audi,Q8,2021,Used,32695.0,DallasLeaseReturns.com,55634.0
Toyota,4Runner,2021,Used,43661.0,DallasLeaseReturns.com,44269.0
Volkswagen,Atlas,2023,New,,Family Volkswagen Burleson,46486.0
Volkswagen,Atlas,2023,New,,Family Volkswagen Burleson,40866.0
Volkswagen,Atlas,2023,New,,Family Volkswagen Burleson,45952.0
Volkswagen,Atlas,2023,New,,Family Volkswagen Burleson,41072.0
Volkswagen,Golf,2023,New,,Family Volkswagen Burleson,39616.0
Volkswagen,Atlas,2023,New,,Family Volkswagen Burleson,45752.0
Volkswagen,Atlas,2023,New,,Family Volkswagen Burleson,39354.0
Volkswagen,Atlas,2023,New,,Family Volkswagen Burleson,46043.0
Mercedes,SL 400,2016,Used,43512.0,Karma DFW,33488.0
BMW,X6,2016,Used,99745.0,Karma DFW,25488.0
Audi,Q7,2019,Used,93062.0,Karma DFW,23888.0
Land Rover,Range Rover,2017,Used,85474.0,Karma DFW,25788.0
Porsche,Macan,2015,Used,96022.0,Karma DFW,24888.0
RAM,2500,2018,Used,103605.0,Principle Volkswagen Grapevine,25984.0
Honda,CR-V,2014,Used,132871.0,Texas Cars Direct,12988.0
Saturn,Sky,2008,Used,156834.0,Texas Cars Direct,5998.0
Mercedes,4MATIC,2014,Used,88175.0,Texas Cars Direct,14883.0
Jeep,Gladiator,2020,Used,74997.0,Texas Cars Direct,32988.0
Jeep,Wrangler,2011,Used,131595.0,Texas Cars Direct,15899.0
Honda,Civic,2012,Used,120503.0,Texas Cars Direct,8988.0
Toyota,Supra,2020,Used,50715.0,Texas Cars Direct,45934.0
Chevrolet,Suburban,2013,Used,89874.0,C3 Automotive,29477.0
Ford,Excursion,2000,Used,83688.0,C3 Automotive,18497.0
Land Rover,Range Rover,2013,Used,77663.0,"Extreme Sportcars, Inc.",30490.0
Lexus,RC,2015,Used,77732.0,"Extreme Sportcars, Inc.",26990.0
Lexus,RX,2004,Used,74214.0,"Extreme Sportcars, Inc.",11990.0
Toyota,FJ Cruiser,2010,Used,110676.0,"Extreme Sportcars, Inc.",22590.0
Maserati,Levante,2018,Used,39054.0,"Extreme Sportcars, Inc.",38990.0
BMW,435 i,2014,Used,37814.0,"Extreme Sportcars, Inc.",27990.0
Porsche,Cayman,2016,Used,59719.0,"Extreme Sportcars, Inc.",43890.0
Chevrolet,Corvette,2021,Used,1840.0,"Extreme Sportcars, Inc.",88990.0
Toyota,Highlander,2023,New,,Toyota of Dallas,47494.0
Jeep,Wrangler,2022,New,,Forest Lane Chrysler Dodge Jeep Ram,62992.0
RAM,1500,2023,New,,Forest Lane Chrysler Dodge Jeep Ram,66667.0
Jeep,Compass,2023,New,,Forest Lane Chrysler Dodge Jeep Ram,29474.0
Jeep,Wrangler,2022,New,,Forest Lane Chrysler Dodge Jeep Ram,45887.0
Jeep,Wrangler,2022,New,,Forest Lane Chrysler Dodge Jeep Ram,45997.0
Jeep,Wrangler,2023,New,,Forest Lane Chrysler Dodge Jeep Ram,55279.0
RAM,1500,2023,New,,Forest Lane Chrysler Dodge Jeep Ram,59857.0
Jeep,Cherokee,2022,New,,Forest Lane Chrysler Dodge Jeep Ram,29994.0
Land Rover,Range Rover,2017,Used,58171.0,Double R Cars,42995.0
Porsche,911,2001,Used,48308.0,Double R Cars,64995.0
Jeep,Gladiator,2023,New,,Lakeshore Chrysler Dodge Jeep RAM,54777.0
Jeep,Gladiator,2023,New,,Lakeshore Chrysler Dodge Jeep RAM,55286.0
Jeep,Gladiator,2023,New,,Lakeshore Chrysler Dodge Jeep RAM,53808.0
RAM,2500,2023,New,,Lakeshore Chrysler Dodge Jeep RAM,79728.0
Jeep,Gladiator,2023,New,,Lakeshore Chrysler Dodge Jeep RAM,50740.0
Jeep,Gladiator,2023,New,,Lakeshore Chrysler Dodge Jeep RAM,61727.0
Jeep,Gladiator,2023,New,,Lakeshore Chrysler Dodge Jeep RAM,50274.0
Hyundai,Santa Fe,2023,New,,Ray Huffines Chevrolet Plano,38275.0
Land Rover,Defender,2021,Used,44254.0,Matt Bowers Chevrolet Slidell,64991.0
Rolls-Royce,Cullinan,2023,Used,670.0,Tactical Fleet Dallas,429900.0
Audi,A4,2013,Used,73116.0,Texas Car One,14596.0
Mercedes,E-Class,2007,Used,71476.0,Texas Car One,10996.0
Tesla,Model X,2016,Used,142124.0,Auto Centrix,29989.0
Porsche,Panamera,2019,Used,51360.0,Kian Motors,53800.0
Porsche,Panamera,2018,Used,16786.0,Kian Motors,65900.0
Dodge,Charger,2019,Used,92843.0,NTX Auto,19822.0
Mercedes,S-Class,2015,Used,57922.0,NTX Auto,36988.0
Ford,Expedition,2019,Used,115358.0,NTX Auto,27555.0
MINI,Cooper,2015,Used,97124.0,NTX Auto,14222.0
BMW,X6,2016,Used,61593.0,NTX Auto,32011.0
Land Rover,Range Rover,2020,Used,53461.0,NTX Auto,48122.0
Mercedes,E-Class,2014,Used,109677.0,NTX Auto,13388.0
Jeep,Wrangler,2017,Used,93017.0,NTX Auto,25611.0
Ford,Mustang,2020,Used,7024.0,NTX Auto,38188.0
Cadillac,XT5,2017,Used,91701.0,NTX Auto,19811.0
Jeep,Grand Cherokee,2023,Certified,7333.0,Don Davis CDJR - Arlington,42987.0
BMW,M440 i,2021,Certified,43837.0,BMW of Arlington,44905.0
BMW,740,2023,New,,BMW of Arlington,104635.0
BMW,X5,2024,New,,BMW of Arlington,75140.0
BMW,540 i,2023,New,,BMW of Arlington,65725.0
BMW,X5,2023,New,,BMW of Arlington,70365.0
BMW,X5,2022,New,,BMW of Arlington,71015.0
BMW,540 i,2023,New,,BMW of Arlington,67375.0
BMW,X7,2023,Used,9235.0,BMW of Arlington,105904.0
BMW,750 i,2022,New,,BMW of Arlington,108510.0
BMW,X5,2023,New,,BMW of Arlington,71565.0
BMW,X5,2022,New,,BMW of Arlington,70515.0
BMW,X5,2023,New,,BMW of Arlington,69015.0
BMW,X5,2023,New,,BMW of Arlington,70365.0
BMW,X5,2022,New,,BMW of Arlington,69465.0
BMW,X3,2021,Used,42811.0,Autos of Dallas,28990.0
BMW,X7,2021,Used,45069.0,Autos of Dallas,52880.0
GMC,Yukon,2021,Used,71608.0,Autos of Dallas,49490.0
Bentley,Flying Spur,2021,Used,26387.0,Autos of Dallas,193990.0
BMW,X7,2023,Used,33781.0,Autos of Dallas,75990.0
BMW,iX xDrive50,2022,Used,14651.0,Autos of Dallas,67880.0
Lincoln,Navigator,2020,Used,41186.0,Autos of Dallas,54990.0
BMW,X5,2020,Used,53502.0,Autos of Dallas,53990.0
Volvo,XC90,2020,Used,27730.0,Autos of Dallas,37480.0
Lincoln,Aviator,2021,Used,32167.0,Autos of Dallas,45490.0
Land Rover,Range Rover,2019,Used,35830.0,Autos of Dallas,46480.0
Tesla,Model 3,2023,Used,2398.0,Autos of Dallas,37290.0
Lexus,UX,2019,Used,22638.0,Autos of Dallas,28990.0
Ford,Expedition,2022,Used,33696.0,Autos of Dallas,54490.0
Lexus,ES,2020,Used,14574.0,Autos of Dallas,35480.0
Porsche,Cayenne,2020,Used,33762.0,Autos of Dallas,62990.0
Chevrolet,Tahoe,2021,Used,76967.0,Autos of Dallas,46480.0
BMW,X3,2021,Used,46097.0,Autos of Dallas,28880.0
Audi,Q5,2022,Used,7939.0,Autos of Dallas,37880.0
Volvo,XC60,2021,Used,24136.0,Autos of Dallas,35880.0
Tesla,Model S,2019,Used,28161.0,Autos of Dallas,46990.0
Audi,Q5,2021,Used,22315.0,Autos of Dallas,32880.0
RAM,1500,2022,Used,34133.0,Autos of Dallas,52490.0
Mercedes,GLS 450,2022,Used,31042.0,Autos of Dallas,71490.0
BMW,430 i,2021,Used,41386.0,Autos of Dallas,37490.0
Land Rover,Defender,2022,Used,14145.0,Autos of Dallas,67480.0
Mercedes,GLS 450,2019,Used,41099.0,Autos of Dallas,40490.0
Lexus,NX,2019,Used,33399.0,Autos of Dallas,29180.0
BMW,X5,2020,Used,46903.0,Autos of Dallas,37880.0
Land Rover,Defender,2020,Used,39070.0,Autos of Dallas,61490.0
Mercedes,GLS 450,2019,Used,38917.0,Autos of Dallas,40490.0
BMW,X5,2020,Used,43271.0,Autos of Dallas,41990.0
BMW,X6,2021,Used,48554.0,Autos of Dallas,54280.0
Audi,Q7,2022,Used,9541.0,Autos of Dallas,47880.0
Infiniti,QX80,2021,Used,67360.0,Autos of Dallas,31990.0
Infiniti,QX80,2022,Used,46110.0,Autos of Dallas,45880.0
Porsche,Cayenne,2020,Used,46420.0,Autos of Dallas,60990.0
Hyundai,Palisade,2021,Used,41610.0,Autos of Dallas,33490.0
Porsche,Macan,2022,Used,33690.0,Earth Motorcars,57991.0
Ferrari,California,2010,Used,14569.0,Earth Motorcars,139900.0
Lexus,LC,2018,Used,16339.0,Earth Motorcars,72980.0
BMW,750 i,2016,Used,61510.0,Earth Motorcars,32990.0
Ford,Bronco,1970,Used,2412.0,Earth Motorcars,324900.0
Mercedes,AMG GT,2020,Used,18186.0,Earth Motorcars,121990.0
Mercedes,G 550,2018,Used,5036.0,Earth Motorcars,269900.0
RAM,1500,2022,Certified,56789.0,"Huffines Chrysler, Jeep, Dodge, RAM Plano",46858.0
Volkswagen,Golf,2018,Used,31221.0,"Huffines Chrysler, Jeep, Dodge, RAM Plano",18251.0
RAM,1500,2022,Certified,21700.0,"Huffines Chrysler, Jeep, Dodge, RAM Plano",51620.0
Kia,Niro,2019,Used,18299.0,"Huffines Chrysler, Jeep, Dodge, RAM Plano",25146.0
RAM,1500,2022,Certified,23589.0,"Huffines Chrysler, Jeep, Dodge, RAM Plano",49659.0
BMW,X5,2020,Used,20268.0,"Huffines Chrysler, Jeep, Dodge, RAM Plano",44587.0
Dodge,Durango,2022,Certified,29565.0,"Huffines Chrysler, Jeep, Dodge, RAM Plano",38103.0
